GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.logic.integrity,ASCIICharacterChecker,0,44,0,4,0,9,0,4,0,2
JabRef,org.jabref.logic.integrity,TitleChecker,2,74,1,9,1,18,1,7,0,3
JabRef,org.jabref.logic.integrity,LatexIntegrityChecker,9,198,2,6,3,33,2,11,0,9
JabRef,org.jabref.logic.integrity,ISBNChecker,2,31,1,5,1,8,1,4,0,2
JabRef,org.jabref.logic.integrity,IntegrityCheck,2,218,1,9,1,28,1,8,0,4
JabRef,org.jabref.logic.integrity,UTF8Checker,0,63,0,4,0,17,0,5,0,3
JabRef,org.jabref.logic.integrity,AmpersandChecker,0,87,0,6,0,15,0,10,0,7
JabRef,org.jabref.logic.integrity,TypeChecker,0,29,0,4,0,8,0,4,0,2
JabRef,org.jabref.logic.integrity,FieldCheckers,5,215,0,4,2,35,1,6,1,4
JabRef,org.jabref.logic.integrity,DoiValidityChecker,0,23,0,4,0,6,0,4,0,2
JabRef,org.jabref.logic.integrity,IntegrityMessage,37,65,6,6,5,14,9,5,3,5
JabRef,org.jabref.logic.integrity,BibStringChecker,0,67,0,8,0,15,0,7,0,3
JabRef,org.jabref.logic.integrity,PersonNamesChecker,0,79,0,14,0,16,0,9,0,2
JabRef,org.jabref.logic.integrity,ValidCitationKeyChecker,0,28,0,4,0,7,0,4,0,2
JabRef,org.jabref.logic.integrity,BibTeXEntryTypeChecker,0,26,0,2,0,5,0,3,0,2
JabRef,org.jabref.logic.integrity,DoiDuplicationChecker,0,75,0,4,0,12,0,9,0,7
JabRef,org.jabref.logic.integrity,CitationKeyDeviationChecker,2,50,1,3,1,12,1,3,0,2
JabRef,org.jabref.logic.integrity,PredatoryJournalChecker,0,56,0,0,0,9,0,5,0,5
JabRef,org.jabref.logic.integrity,HTMLCharacterChecker,0,50,0,2,0,7,0,7,0,6
JabRef,org.jabref.logic.integrity,EditionChecker,0,96,0,20,0,21,0,14,0,4
JabRef,org.jabref.logic.integrity,BooktitleChecker,0,22,0,4,0,6,0,4,0,2
JabRef,org.jabref.logic.integrity,ISSNChecker,0,36,0,6,0,10,0,5,0,2
JabRef,org.jabref.logic.integrity,FileChecker,3,63,3,7,1,15,3,5,0,3
JabRef,org.jabref.logic.integrity,DateChecker,0,22,0,4,0,7,0,4,0,2
JabRef,org.jabref.logic.integrity,MonthChecker,2,57,1,11,1,15,1,8,0,3
JabRef,org.jabref.logic.integrity,UrlChecker,2,19,1,3,1,5,1,3,0,2
JabRef,org.jabref.logic.integrity,BracesCorrector,3,70,0,10,1,14,1,9,1,4
JabRef,org.jabref.gui.keyboard,KeyBindingCategory,0,92,0,0,0,13,0,3,0,3
JabRef,org.jabref.gui.keyboard,TextInputKeyBindings,209,0,17,0,71,0,18,0,3,0
JabRef,org.jabref.gui.keyboard,KeyBindingRepository,113,185,20,10,20,37,21,20,7,19
JabRef,org.jabref.gui.keyboard,CodeAreaKeyBindings,225,0,18,0,78,0,20,0,3,0
JabRef,org.jabref.gui.keyboard,KeyBinding,0,1371,0,0,0,114,0,6,0,6
JabRef,org.jabref.gui,LibraryTab.EntriesRemovedListener,12,0,0,0,3,0,2,0,2,0
JabRef,org.jabref.gui,JabRefFrame.CloseAction,15,0,2,0,6,0,3,0,2,0
JabRef,org.jabref.gui,JabRefDialogService.new DialogPane() {...},31,0,0,0,5,0,3,0,3,0
JabRef,org.jabref.gui,EntryTypeViewModel.FetcherWorker,40,0,2,0,9,0,3,0,2,0
JabRef,org.jabref.gui,SendAsEMailAction,218,0,12,0,48,0,13,0,7,0
JabRef,org.jabref.gui,LibraryTab.GroupTreeListener,34,0,4,0,7,0,5,0,3,0
JabRef,org.jabref.gui,LibraryTab.DatabaseNotification,38,0,4,0,11,0,5,0,3,0
JabRef,org.jabref.gui,ProcessingLibraryDialog,35,0,2,0,10,0,4,0,3,0
JabRef,org.jabref.gui,JabRefExecutorService.NamedRunnable,23,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui,DragAndDropHelper,46,0,8,0,9,0,9,0,5,0
JabRef,org.jabref.gui,Telemetry,8,0,0,0,5,0,4,0,4,0
JabRef,org.jabref.gui,JabRefFrame.UndoRedoEventManager,19,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.gui,DefaultInjector,102,0,24,0,37,0,17,0,5,0
JabRef,org.jabref.gui,Globals,57,24,10,0,22,6,11,1,6,1
JabRef,org.jabref.gui,EntryTypeView,621,0,57,0,130,0,64,0,20,0
JabRef,org.jabref.gui,JabRefGUI,398,0,30,0,118,0,34,0,19,0
JabRef,org.jabref.gui,AbstractViewModel,0,3,0,0,0,1,0,1,0,1
JabRef,org.jabref.gui,OpenConsoleAction,13,51,0,0,5,12,1,5,1,5
JabRef,org.jabref.gui,FallbackExceptionHandler,27,7,0,0,8,2,3,2,3,2
JabRef,org.jabref.gui,JabRefDialogService,971,14,21,1,208,4,57,2,46,2
JabRef,org.jabref.gui,StateManager,253,127,7,3,50,32,40,9,36,8
JabRef,org.jabref.gui,LibraryTab,1792,4,121,0,403,1,141,1,80,1
JabRef,org.jabref.gui,MainMenu,2053,0,6,0,150,0,7,0,4,0
JabRef,org.jabref.gui,ProcessingLibraryDialog.new Task() {...},25,0,4,0,6,0,5,0,3,0
JabRef,org.jabref.gui,DragAndDropDataFormats,56,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui,LibraryTab.IndexUpdateListener,142,0,10,0,32,0,9,0,4,0
JabRef,org.jabref.gui,MainToolBar,770,0,14,0,100,0,15,0,8,0
JabRef,org.jabref.gui,JabRefFrame.CloseAllDatabaseAction,32,0,2,0,5,0,4,0,3,0
JabRef,org.jabref.gui,ClipBoardManager,167,24,16,0,50,5,20,2,12,2
JabRef,org.jabref.gui,JabRefFrame.CloseDatabaseAction,33,0,2,0,12,0,5,0,4,0
JabRef,org.jabref.gui,JabRefFrame.new TimerTask() {...},11,0,0,0,3,0,2,0,2,0
JabRef,org.jabref.gui,JabRefFrame.new InvalidationListener() {...},23,0,2,0,7,0,4,0,3,0
JabRef,org.jabref.gui,SendAsKindleEmailAction,33,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.gui,JabRefFrame.OpenDatabaseFolder,36,0,0,0,10,0,3,0,3,0
JabRef,org.jabref.gui,JabRefFrame,2233,0,176,0,491,0,165,0,70,0
JabRef,org.jabref.gui,LibraryTab.PanelMode,15,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui,SendAsStandardEmailAction,90,0,2,0,21,0,6,0,5,0
JabRef,org.jabref.gui,FXDialog,94,0,4,0,31,0,12,0,10,0
JabRef,org.jabref.gui,TelemetryClient,5,0,0,0,3,0,3,0,3,0
JabRef,org.jabref.gui,DialogService,16,0,0,0,3,0,2,0,2,0
JabRef,org.jabref.gui,EntryTypeViewModel,429,0,12,0,85,0,25,0,19,0
JabRef,org.jabref.gui,UpdateTimestampListener,0,25,1,3,0,7,1,3,0,2
JabRef,org.jabref.gui,JabRefExecutorService,165,72,6,2,56,21,14,6,10,6
JabRef,org.jabref.gui,JabRefFrame.CloseOthersDatabaseAction,52,0,4,0,11,0,5,0,3,0
JabRef,org.jabref.model.metadata,SaveOrder,65,146,9,9,14,30,10,10,3,8
JabRef,org.jabref.model.metadata,SaveOrder.OrderType,13,35,4,0,6,8,3,3,1,3
JabRef,org.jabref.model.metadata,ContentSelector,27,50,5,5,4,13,7,5,2,5
JabRef,org.jabref.model.metadata,SaveOrder.SortCriterion,32,49,5,5,6,13,8,3,3,3
JabRef,org.jabref.model.metadata,MetaData,110,563,20,22,32,119,30,46,10,45
JabRef,org.jabref.model.metadata,ContentSelectors,44,112,10,8,14,25,9,10,2,8
JabRef,org.jabref.model.metadata,SelfContainedSaveOrder,20,32,4,4,3,8,3,4,0,3
JabRef,org.jabref.model.pdf,FileAnnotation,46,206,12,18,6,49,13,19,1,16
JabRef,org.jabref.model.pdf,FileAnnotationType,20,136,0,0,6,22,1,5,1,5
JabRef,org.jabref.logic.xmp,DublinCoreExtractor,52,691,16,70,13,178,15,72,1,38
JabRef,org.jabref.logic.xmp,XmpUtilWriter,99,308,16,22,29,79,11,20,0,12
JabRef,org.jabref.logic.xmp,XmpUtilShared,6,42,0,2,3,11,0,4,0,3
JabRef,org.jabref.logic.xmp,DocumentInformationExtractor,28,115,3,13,6,35,2,13,0,7
JabRef,org.jabref.logic.xmp,XmpPreferences,11,26,0,0,4,7,3,3,3,3
JabRef,org.jabref.logic.xmp,EncryptedPdfsNotSupportedException,3,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.logic.xmp,XmpUtilReader,0,210,2,16,0,45,2,14,0,7
JabRef,org.jabref.gui.collab.preamblechange,PreambleChange,44,0,0,0,9,0,4,0,4,0
JabRef,org.jabref.gui.collab.preamblechange,PreambleChangeDetailsView,106,0,4,0,17,0,3,0,1,0
JabRef,org.jabref.gui.texparser,ParseLatexDialogView,208,0,0,0,41,0,9,0,9,0
JabRef,org.jabref.gui.texparser,ReferenceViewModel,64,0,0,0,11,0,5,0,5,0
JabRef,org.jabref.gui.texparser,ParseLatexAction,30,0,0,0,8,0,2,0,2,0
JabRef,org.jabref.gui.texparser,ParseLatexResultView,121,0,2,0,29,0,5,0,4,0
JabRef,org.jabref.gui.texparser,ParseLatexResultViewModel,131,0,4,0,24,0,10,0,8,0
JabRef,org.jabref.gui.texparser,CitationsDisplay,227,25,6,0,33,7,6,1,3,1
JabRef,org.jabref.gui.texparser,ParseLatexDialogViewModel,488,0,18,0,99,0,37,0,28,0
JabRef,org.jabref.cli,ArgumentProcessor.Mode,0,15,0,0,0,1,0,1,0,1
JabRef,org.jabref.cli,PredatoryJournalsMvGenerator,99,0,6,0,21,0,7,0,4,0
JabRef,org.jabref.cli,JabRefCLI,206,730,6,8,37,166,16,36,13,32
JabRef,org.jabref.cli,AuxCommandLine,0,47,2,2,0,11,2,2,0,2
JabRef,org.jabref.cli,JournalListMvGenerator,150,0,10,0,33,0,10,0,5,0
JabRef,org.jabref.cli,ArgumentProcessor,1213,781,135,74,228,163,108,24,15,12
JabRef,org.jabref.gui.importer,NewDatabaseAction,25,0,0,0,8,0,2,0,2,0
JabRef,org.jabref.gui.importer,ImportEntriesViewModel,568,0,44,0,114,0,42,0,20,0
JabRef,org.jabref.gui.importer,ImportCustomEntryTypesDialogViewModel,112,0,10,0,25,0,12,0,7,0
JabRef,org.jabref.gui.importer,GrobidOptInDialogHelper,42,0,4,0,12,0,5,0,3,0
JabRef,org.jabref.gui.importer,ImportEntriesDialog,680,0,22,0,123,0,32,0,21,0
JabRef,org.jabref.gui.importer,ImportCustomEntryTypesDialog.new CheckBoxListCell() {...},18,0,2,0,4,0,3,0,2,0
JabRef,org.jabref.gui.importer,GenerateEntryFromIdAction,195,0,8,0,43,0,12,0,8,0
JabRef,org.jabref.gui.importer,ImportCommand.ImportMethod,15,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.importer,ImportCommand,447,0,28,0,99,0,29,0,15,0
JabRef,org.jabref.gui.importer,BibEntryTypePrefsAndFileViewModel,26,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.gui.importer,ParserResultWarningDialog,79,0,6,0,15,0,4,0,1,0
JabRef,org.jabref.gui.importer,NewEntryAction,62,57,4,2,12,15,5,4,2,4
JabRef,org.jabref.gui.importer,ImporterViewModel,49,0,0,0,13,0,5,0,5,0
JabRef,org.jabref.gui.importer,GenerateEntryFromIdDialog,78,0,2,0,21,0,5,0,4,0
JabRef,org.jabref.gui.importer,ImportCustomEntryTypesDialog,100,0,2,0,23,0,5,0,4,0
JabRef,org.jabref.gui.importer,GenerateEntryFromIdAction.new BackgroundTask() {...},29,0,2,0,5,0,3,0,2,0
JabRef,org.jabref.logic.help,HelpFile,0,287,0,0,0,44,0,3,0,3
JabRef,org.jabref.logic.layout,TextBasedPreviewLayout,77,0,2,0,23,0,9,0,8,0
JabRef,org.jabref.logic.layout,Layout,24,206,5,23,5,48,6,16,1,6
JabRef,org.jabref.logic.layout,LayoutFormatterBasedFormatter,20,11,0,0,4,4,4,2,4,2
JabRef,org.jabref.logic.layout,LayoutHelper,104,853,22,122,23,187,22,64,2,12
JabRef,org.jabref.logic.layout,LayoutEntry,423,905,99,135,100,199,90,84,1,13
JabRef,org.jabref.logic.layout,StringInt,0,9,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.layout,LayoutFormatterPreferences,46,0,0,0,14,0,7,0,7,0
JabRef,org.jabref.logic.layout,AbstractParamLayoutFormatter,14,101,3,17,3,23,3,9,0,2
JabRef,org.jabref.logic.importer.fetcher.isbntobibtex,EbookDeIsbnFetcher,55,0,0,0,13,0,5,0,5,0
JabRef,org.jabref.logic.importer.fetcher.isbntobibtex,IsbnFetcher,16,123,3,9,6,32,3,11,1,7
JabRef,org.jabref.logic.importer.fetcher.isbntobibtex,DoiToBibtexConverterComIsbnFetcher,178,0,4,0,42,0,13,0,11,0
JabRef,org.jabref.logic.importer.fetcher.isbntobibtex,OpenLibraryIsbnFetcher,133,239,10,6,27,51,15,16,7,16
JabRef,org.jabref.search,SearchBaseVisitor,24,7,0,0,6,2,6,2,6,2
JabRef,org.jabref.search,SearchParser.UnaryExpressionContext,9,20,1,1,2,3,2,3,1,3
JabRef,org.jabref.search,SearchParser.StartContext,11,19,1,1,3,4,3,3,2,3
JabRef,org.jabref.search,SearchParser.ComparisonContext,41,13,1,1,9,3,9,2,8,2
JabRef,org.jabref.search,SearchParser.AtomExpressionContext,10,14,1,1,2,2,2,2,1,2
JabRef,org.jabref.search,SearchParser.NameContext,24,5,2,0,5,2,5,1,4,1
JabRef,org.jabref.search,SearchParser.ParenExpressionContext,14,20,1,1,3,3,3,3,2,3
JabRef,org.jabref.search,SearchParser.BinaryExpressionContext,24,14,1,1,5,2,5,2,4,2
JabRef,org.jabref.search,SearchParser,136,706,18,29,33,137,25,19,9,9
JabRef,org.jabref.search,SearchLexer,16,301,0,8,8,27,8,9,8,5
JabRef,org.jabref.search,SearchParser.ExpressionContext,2,12,0,0,1,5,1,3,1,3
JabRef,org.jabref.logic.net.ssl,SSLPreferences,16,0,0,0,5,0,3,0,3,0
JabRef,org.jabref.logic.net.ssl,TrustStoreManager.new X509TrustManager() {...},32,0,0,0,9,0,4,0,4,0
JabRef,org.jabref.logic.net.ssl,TrustStoreManager,322,0,6,0,93,0,22,0,19,0
JabRef,org.jabref.logic.net.ssl,SSLCertificate,120,0,0,0,36,0,11,0,11,0
JabRef,org.jabref.gui.undo,CountingUndoManager,128,8,10,0,30,2,14,1,9,1
JabRef,org.jabref.gui.undo,AbstractUndoableJabRefEdit,16,3,0,0,2,1,2,1,2,1
JabRef,org.jabref.gui.undo,UndoableChangeType,77,0,0,0,17,0,5,0,5,0
JabRef,org.jabref.gui.undo,UndoableInsertString,48,0,0,0,15,0,5,0,5,0
JabRef,org.jabref.gui.undo,NamedCompound,46,16,2,0,7,6,4,3,3,3
JabRef,org.jabref.gui.undo,UndoableFieldChange,99,30,4,0,20,9,5,3,3,3
JabRef,org.jabref.gui.undo,UndoableStringChange,86,0,6,0,20,0,7,0,4,0
JabRef,org.jabref.gui.undo,UndoableKeyChange,64,0,0,0,16,0,5,0,5,0
JabRef,org.jabref.gui.undo,UndoableInsertEntries,127,0,10,0,32,0,12,0,7,0
JabRef,org.jabref.gui.undo,UndoableRemoveString,48,0,0,0,15,0,5,0,5,0
JabRef,org.jabref.gui.undo,UndoRedoAction,94,0,4,0,26,0,5,0,3,0
JabRef,org.jabref.gui.undo,UndoableRemoveEntries,128,0,10,0,32,0,12,0,7,0
JabRef,org.jabref.gui.undo,UndoablePreambleChange,33,0,0,0,12,0,4,0,4,0
JabRef,org.jabref.gui.autocompleter,SuggestionProvider,24,43,0,2,7,12,1,4,1,3
JabRef,org.jabref.gui.autocompleter,PersonNameSuggestionProvider,0,65,0,0,0,19,0,9,0,9
JabRef,org.jabref.gui.autocompleter,ReplaceStrategy,9,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.autocompleter,ContentSelectorSuggestionProvider,20,17,2,0,5,5,2,2,1,2
JabRef,org.jabref.gui.autocompleter,WordSuggestionProvider,0,25,0,0,0,7,0,3,0,3
JabRef,org.jabref.gui.autocompleter,AutoCompleteFirstNameMode,6,21,0,0,3,4,1,1,1,1
JabRef,org.jabref.gui.autocompleter,AppendWordsStrategy,43,3,2,0,8,1,4,1,3,1
JabRef,org.jabref.gui.autocompleter,EmptySuggestionProvider,4,11,0,0,1,4,2,4,2,4
JabRef,org.jabref.gui.autocompleter,StringSuggestionProvider,0,16,0,0,0,4,0,5,0,5
JabRef,org.jabref.gui.autocompleter,SuggestionProviders,15,92,2,14,5,21,3,9,1,3
JabRef,org.jabref.gui.autocompleter,BibEntrySuggestionProvider,0,41,0,0,0,10,0,6,0,6
JabRef,org.jabref.gui.autocompleter,AutoCompletionTextInputBinding,179,0,10,0,48,0,21,0,16,0
JabRef,org.jabref.gui.autocompleter,JournalsSuggestionProvider,16,8,0,0,1,3,1,1,1,1
JabRef,org.jabref.gui.autocompleter,AutoCompletionTextInputBinding.new StringConverter() {...},12,0,2,0,3,0,4,0,3,0
JabRef,org.jabref.gui.autocompleter,AutoCompletePreferences,32,38,0,0,11,9,8,4,8,4
JabRef,org.jabref.gui.autocompleter,PersonNameStringConverter,5,90,2,13,1,28,3,11,1,3
JabRef,org.jabref.gui.autocompleter,FieldValueSuggestionProvider,0,25,0,0,0,5,0,3,0,3
JabRef,org.jabref.gui.autocompleter,AutoCompletePreferences.NameFormat,0,21,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.autocompleter,AppendPersonNamesStrategy,0,17,0,2,0,8,0,4,0,3
JabRef,org.jabref.gui.autocompleter,AutoCompletionInput,15,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.logic.remote.client,RemoteClient,21,110,4,4,4,23,4,5,0,5
JabRef,org.jabref.logic.push,CitationCommandString,3,109,3,7,1,15,3,6,0,4
JabRef,org.jabref.gui.externalfiletype,UnknownExternalFileType,12,14,0,0,5,6,5,2,5,2
JabRef,org.jabref.gui.externalfiletype,StandardExternalFileType,5,360,0,0,2,36,2,5,2,5
JabRef,org.jabref.gui.externalfiletype,ExternalFileTypes,92,359,28,36,24,72,23,25,1,15
JabRef,org.jabref.gui.externalfiletype,CustomExternalFileType,216,56,29,3,41,21,27,8,11,8
JabRef,org.jabref.gui.externalfiletype,ExternalFileType,4,29,0,0,1,1,1,1,1,1
JabRef,org.jabref.logic,WatchServiceUnavailableException,6,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.logic,UiCommand.BlankWorkspace,3,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.logic,JabRefException,14,30,1,1,6,11,3,5,2,5
JabRef,org.jabref.logic,UiCommand.JumpToEntryKey,6,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.logic,UiCommand.OpenDatabases,0,6,0,0,0,1,0,1,0,1
JabRef,org.jabref.logic.bst,BstParser.IdentifierContext,6,18,1,1,2,4,2,3,1,3
JabRef,org.jabref.logic.bst,BstFunctions,775,1223,86,120,78,273,78,62,2,35
JabRef,org.jabref.logic.bst,BstParser.StackContext,26,13,1,1,6,3,6,2,5,2
JabRef,org.jabref.logic.bst,BstVMVisitor,23,667,5,57,6,125,6,48,1,21
JabRef,org.jabref.logic.bst,BstFunctions.BstTypeFunction,20,17,1,1,3,4,2,2,1,2
JabRef,org.jabref.logic.bst,BstVMException,0,4,0,0,0,2,0,1,0,1
JabRef,org.jabref.logic.bst,BstParser.SortCommandContext,9,14,1,1,2,2,2,2,1,2
JabRef,org.jabref.logic.bst,BstFunctions.BstCallTypeFunction,20,22,1,1,2,4,2,2,1,2
JabRef,org.jabref.logic.bst,BstParser.ExecuteCommandContext,19,20,1,1,4,3,4,3,3,3
JabRef,org.jabref.logic.bst,BstVM.ThrowingErrorListener,8,5,0,0,1,1,1,1,1,1
JabRef,org.jabref.logic.bst,BstParser.BstFunctionContext,47,13,1,1,10,3,10,2,9,2
JabRef,org.jabref.logic.bst,BstParser.StringsCommandContext,15,14,1,1,3,2,3,2,2,2
JabRef,org.jabref.logic.bst,BstParser.FunctionCommandContext,31,14,1,1,6,2,6,2,5,2
JabRef,org.jabref.logic.bst,BstParser.MacroCommandContext,38,14,1,1,8,2,8,2,7,2
JabRef,org.jabref.logic.bst,BstParser,139,1214,5,41,41,273,11,41,6,13
JabRef,org.jabref.logic.bst,BstFunctions.BstAssignFunction,51,101,4,16,5,19,5,8,1,2
JabRef,org.jabref.logic.bst,BstLexer,16,417,0,8,8,27,8,9,8,5
JabRef,org.jabref.logic.bst,BstParser.StackitemContext,33,13,1,1,7,3,7,2,6,2
JabRef,org.jabref.logic.bst,BstFunctions.BstFunction,0,5,0,0,0,2,0,1,0,1
JabRef,org.jabref.logic.bst,BstParser.IdListOptContext,30,9,2,0,6,3,6,2,5,2
JabRef,org.jabref.logic.bst,BstPreviewLayout,44,120,2,2,9,26,4,3,2,3
JabRef,org.jabref.logic.bst,BstParser.EntryCommandContext,13,20,1,1,3,3,3,3,2,3
JabRef,org.jabref.logic.bst,BstParser.ReadCommandContext,9,14,1,1,2,2,2,2,1,2
JabRef,org.jabref.logic.bst,BstParser.BstFileContext,21,13,1,1,5,3,5,2,4,2
JabRef,org.jabref.logic.bst,BstParser.ReverseCommandContext,19,20,1,1,4,3,4,3,3,3
JabRef,org.jabref.logic.bst,BstParser.IterateCommandContext,19,20,1,1,4,3,4,3,3,3
JabRef,org.jabref.logic.bst,BstVMContext,0,43,0,0,0,3,0,2,0,2
JabRef,org.jabref.logic.bst,BstBaseVisitor,60,11,0,0,15,3,15,3,15,3
JabRef,org.jabref.logic.bst,BstParser.IntegersCommandContext,15,14,1,1,3,2,3,2,2,2
JabRef,org.jabref.logic.bst,BstEntry,0,21,0,0,0,6,0,1,0,1
JabRef,org.jabref.logic.bst,BstParser.CommandsContext,2,12,0,0,1,5,1,3,1,3
JabRef,org.jabref.logic.bst,BstVMVisitor.Identifier,0,6,0,0,0,1,0,1,0,1
JabRef,org.jabref.logic.bst,BstFunctions.BstCiteFunction,20,18,1,1,3,4,2,2,1,2
JabRef,org.jabref.logic.bst,BstParser.IdListOblContext,30,9,2,0,6,3,6,2,5,2
JabRef,org.jabref.logic.bst,BstVM,5,156,1,3,1,38,1,10,0,9
JabRef,org.jabref.logic.shared.prefs,SharedDatabasePreferences,225,0,2,0,63,0,33,0,32,0
JabRef,org.jabref.gui.preferences.autocompletion,AutoCompletionTabViewModel,252,0,23,0,53,0,24,0,12,0
JabRef,org.jabref.gui.preferences.autocompletion,AutoCompletionTab,87,0,0,0,16,0,3,0,3,0
JabRef,org.jabref.logic.citationstyle,JabRefLocaleProvider,34,8,2,0,7,2,3,1,2,1
JabRef,org.jabref.logic.citationstyle,CitationStyleCache,15,27,2,0,5,5,2,2,1,2
JabRef,org.jabref.logic.citationstyle,CitationStyleCache.BibDatabaseEntryListener,25,6,2,0,6,1,3,1,2,1
JabRef,org.jabref.logic.citationstyle,CitationStyle,210,89,23,5,53,22,22,8,9,7
JabRef,org.jabref.logic.citationstyle,CitationStyleOutputFormat,6,35,0,0,2,8,2,3,2,3
JabRef,org.jabref.logic.citationstyle,JabRefItemDataProvider,155,204,11,5,35,41,17,10,10,9
JabRef,org.jabref.logic.citationstyle,CitationStyleCache.new CacheLoader() {...},8,15,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.citationstyle,CitationStyleGenerator,41,47,0,0,11,8,0,5,0,5
JabRef,org.jabref.logic.citationstyle,CSLAdapter,58,22,8,2,10,5,5,3,0,3
JabRef,org.jabref.logic.citationstyle,CitationStylePreviewLayout,35,0,0,0,9,0,6,0,6,0
JabRef,org.jabref.model.search,GroupSearchQuery,38,39,4,0,8,10,5,6,3,6
JabRef,org.jabref.logic.layout.format,AuthorLastFirstAbbreviator,0,9,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,FileLink,7,79,1,13,1,25,2,9,1,3
JabRef,org.jabref.logic.layout.format,ShortMonthFormatter,0,13,0,0,0,3,0,2,0,2
JabRef,org.jabref.logic.layout.format,NoSpaceBetweenAbbreviations,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,AuthorAbbreviator,0,10,0,0,0,3,0,2,0,2
JabRef,org.jabref.logic.layout.format,CSLType,10,13,5,2,5,4,5,3,0,2
JabRef,org.jabref.logic.layout.format,NameFormatterPreferences,18,17,0,0,6,6,2,3,2,3
JabRef,org.jabref.logic.layout.format,RisAuthors,59,0,6,0,15,0,6,0,3,0
JabRef,org.jabref.logic.layout.format,DocBookVersion,0,15,0,0,0,3,0,1,0,1
JabRef,org.jabref.logic.layout.format,RTFChars,29,1073,19,365,10,180,18,180,0,5
JabRef,org.jabref.logic.layout.format,DateFormatter,0,22,0,0,0,7,0,3,0,3
JabRef,org.jabref.logic.layout.format,AuthorLastFirstAbbrCommas,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,AuthorAndsReplacer,2,68,1,6,1,13,1,5,0,2
JabRef,org.jabref.logic.layout.format,LatexToUnicodeFormatter,0,20,0,0,0,6,0,6,0,6
JabRef,org.jabref.logic.layout.format,IfPlural,0,43,0,10,0,12,0,8,0,3
JabRef,org.jabref.logic.layout.format,NotFoundFormatter,21,0,0,0,5,0,3,0,3,0
JabRef,org.jabref.logic.layout.format,ReplaceUnicodeLigaturesFormatter,0,75,0,4,0,16,0,8,0,6
JabRef,org.jabref.logic.layout.format,AuthorAndToSemicolonReplacer,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,Default,0,20,0,4,0,5,0,5,0,3
JabRef,org.jabref.logic.layout.format,AuthorLF_FF,0,10,0,0,0,3,0,2,0,2
JabRef,org.jabref.logic.layout.format,WrapContent,0,44,0,8,0,14,0,7,0,3
JabRef,org.jabref.logic.layout.format,CreateBibORDFAuthors,87,0,6,0,18,0,6,0,3,0
JabRef,org.jabref.logic.layout.format,CurrentDate,0,18,1,3,0,5,1,3,0,2
JabRef,org.jabref.logic.layout.format,HayagrivaType,14,13,7,2,7,4,7,3,0,2
JabRef,org.jabref.logic.layout.format,AuthorLastFirstOxfordCommas,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,FirstPage,0,21,0,4,0,7,0,4,0,2
JabRef,org.jabref.logic.layout.format,HTMLParagraphs,2,67,2,6,1,19,2,5,0,3
JabRef,org.jabref.logic.layout.format,WrapFileLinks.FormatEntry,0,21,0,0,0,9,0,4,0,4
JabRef,org.jabref.logic.layout.format,CreateDocBook5Authors,0,25,0,0,0,6,0,2,0,2
JabRef,org.jabref.logic.layout.format,AuthorNatBib,0,6,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,RisMonth,0,19,0,2,0,5,0,3,0,2
JabRef,org.jabref.logic.layout.format,LastPage,0,29,0,6,0,9,0,5,0,2
JabRef,org.jabref.logic.layout.format,AuthorLastFirstAbbrOxfordCommas,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,Replace,0,37,0,6,0,10,0,6,0,3
JabRef,org.jabref.logic.layout.format,HTMLChars,8,383,2,57,3,102,2,36,0,5
JabRef,org.jabref.logic.layout.format,AuthorFirstFirstCommas,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,AuthorFirstLastCommas,0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.layout.format,AuthorAndsCommaReplacer,0,67,0,5,0,14,0,5,0,2
